"id","age","gender","income","education","region","loyalty_status","purchase_frequency","purchase_amount","product_category","promotion_usage","satisfaction_score"
11102,27,"Male",7975,"HighSchool","East","Regular","occasional",2949,"Electronics",1,5
11103,31,"Female",19557,"College","East","Regular","rare",6799,"Beauty",0,6
11104,35,"Female",14007,"College","West","Regular","rare",5708,"Electronics",1,6
11105,27,"Female",37220,"Masters","East","Regular","frequent",11828,"Health",0,4
11106,34,"Female",24520,"College","West","Silver","occasional",8968,"Beauty",0,6
11107,34,"Male",29983,"College","North","Gold","rare",12518,"Home",0,4
11108,33,"Female",38503,"College","North","Regular","occasional",14992,"Electronics",0,4
11109,33,"Male",12060,"Bachelor","West","Regular","rare",4165,"Food",1,8
11110,28,"Male",5125,"Bachelor","South","Silver","frequent",1921,"Clothing",0,5
11111,34,"Male",7986,"Bachelor","West","Regular","rare",2856,"Books",0,5
11112,32,"Male",12782,"HighSchool","North","Silver","occasional",3856,"Electronics",0,5
11113,19,"Female",19652,"Masters","South","Regular","occasional",6190,"Clothing",1,5
11114,31,"Male",41327,"College","North","Regular","frequent",12894,"Home",0,5
11115,32,"Male",20273,"Bachelor","East","Regular","occasional",6610,"Electronics",0,5
11116,31,"Female",9282,"HighSchool","West","Regular","occasional",3776,"Clothing",0,5
11117,30,"Male",40283,"HighSchool","South","Regular","rare",14302,"Books",0,3
11118,33,"Female",8023,"HighSchool","East","Regular","rare",2557,"Electronics",0,5
11119,28,"Male",13069,"HighSchool","South","Regular","rare",4055,"Health",0,5
11120,36,"Female",39901,"HighSchool","North","Regular","rare",11357,"Electronics",0,4
11121,32,"Female",19285,"HighSchool","West","Silver","rare",6624,"Books",1,5
11122,28,"Female",46380,"Bachelor","West","Regular","rare",15849,"Health",1,6
11123,34,"Male",41285,"College","East","Regular","rare",10330,"Clothing",0,6
11124,36,"Female",39867,"Masters","East","Regular","frequent",13198,"Clothing",0,4
11125,26,"Female",32447,"Bachelor","North","Regular","occasional",13157,"Health",1,6
11126,26,"Female",34820,"College","South","Regular","rare",11088,"Electronics",0,3
11127,26,"Female",22995,"College","North","Regular","frequent",8058,"Clothing",0,5
11128,21,"Male",39025,"College","West","Regular","occasional",14062,"Clothing",0,7
11129,29,"Female",45585,"College","West","Regular","rare",20443,"Home",0,6
11130,23,"Male",49641,"Masters","South","Regular","rare",18502,"Food",1,5
11131,35,"Female",10628,"Bachelor","North","Gold","rare",3498,"Health",1,3
11132,32,"Female",23370,"HighSchool","East","Regular","occasional",6994,"Books",0,4
11133,28,"Female",34612,"Masters","East","Silver","rare",11035,"Electronics",0,5
11134,26,"Male",39344,"Bachelor","North","Regular","rare",15870,"Health",0,4
11135,33,"Female",36876,"HighSchool","East","Regular","rare",13085,"Clothing",1,6
11136,32,"Female",7403,"Bachelor","West","Silver","occasional",2458,"Beauty",0,5
11137,29,"Male",33416,"Bachelor","South","Regular","occasional",14506,"Electronics",1,6
11138,37,"Female",31516,"College","West","Regular","rare",10443,"Clothing",0,4
11139,22,"Male",17376,"Bachelor","West","Regular","rare",5225,"Food",0,5
11140,30,"Male",23720,"Bachelor","North","Regular","occasional",8715,"Food",0,5
11141,31,"Male",12394,"College","North","Silver","rare",4060,"Clothing",1,5
11142,33,"Female",45421,"Bachelor","South","Regular","frequent",16607,"Food",0,6
11143,25,"Male",13912,"College","East","Regular","frequent",5547,"Books",1,6
11144,34,"Male",48896,"Bachelor","East","Silver","rare",17057,"Clothing",0,5
11145,28,"Female",10293,"College","West","Regular","occasional",3761,"Home",0,6
11146,33,"Female",10819,"HighSchool","South","Regular","rare",3309,"Food",0,6
11147,28,"Female",31696,"Bachelor","East","Regular","occasional",9888,"Electronics",0,4
11148,25,"Male",8764,"HighSchool","South","Silver","rare",2981,"Electronics",0,7
11149,24,"Female",48767,"Bachelor","North","Silver","frequent",16501,"Health",0,5
11150,35,"Female",30675,"HighSchool","East","Silver","rare",8972,"Electronics",0,5
11151,30,"Female",18195,"College","North","Silver","rare",6315,"Electronics",1,4
11152,24,"Female",37582,"Masters","West","Silver","frequent",17865,"Books",0,4
11153,29,"Male",12973,"College","South","Silver","rare",5600,"Clothing",0,5
11154,27,"Male",15062,"College","East","Regular","occasional",5483,"Clothing",1,4
11155,24,"Female",49352,"Bachelor","West","Regular","rare",16156,"Beauty",0,5
11156,31,"Female",19701,"Bachelor","East","Regular","rare",5431,"Health",0,6
11157,27,"Female",42529,"College","West","Gold","frequent",15414,"Clothing",0,6
11158,26,"Female",45535,"College","East","Silver","frequent",21872,"Books",1,5
11159,35,"Female",37326,"Masters","West","Regular","rare",12756,"Books",0,5
11160,31,"Male",40945,"College","West","Regular","frequent",14615,"Clothing",1,5
11161,32,"Female",23862,"College","West","Regular","rare",7968,"Food",1,5
11162,37,"Male",24722,"Bachelor","North","Silver","rare",8275,"Clothing",0,6
11163,31,"Female",6413,"College","South","Regular","occasional",2260,"Clothing",1,5
11164,23,"Female",32132,"Masters","East","Regular","rare",13555,"Beauty",1,6
11165,32,"Male",7472,"HighSchool","East","Regular","rare",2871,"Food",0,5
11166,37,"Female",7202,"Bachelor","West","Silver","rare",2007,"Home",0,6
11167,28,"Male",7210,"Masters","South","Regular","rare",2833,"Health",0,2
11168,41,"Male",19132,"Bachelor","West","Regular","rare",6702,"Books",1,5
11169,31,"Female",48617,"College","West","Regular","frequent",17519,"Electronics",0,7
11170,31,"Male",35628,"College","West","Regular","rare",13282,"Food",0,6
11171,32,"Female",15773,"College","West","Silver","rare",4635,"Food",0,4
11172,35,"Female",10046,"HighSchool","East","Silver","occasional",3014,"Books",0,7
11173,25,"Male",35902,"College","North","Regular","rare",12713,"Electronics",0,5
11174,36,"Female",9046,"Bachelor","South","Regular","rare",3121,"Food",1,3
11175,37,"Male",35295,"College","East","Silver","rare",9290,"Electronics",1,6
11176,36,"Male",28716,"Bachelor","East","Regular","rare",10627,"Electronics",0,5
11177,32,"Male",17873,"HighSchool","East","Regular","rare",4538,"Electronics",0,5
11178,19,"Male",46441,"College","East","Regular","frequent",19865,"Food",1,4
11179,30,"Male",10820,"Masters","East","Regular","rare",4662,"Clothing",0,5
11180,33,"Female",21569,"College","West","Regular","rare",7819,"Books",0,5
11181,34,"Female",40316,"Bachelor","East","Silver","rare",15414,"Health",0,6
11182,31,"Female",22651,"Masters","North","Gold","rare",9009,"Electronics",0,5
11183,36,"Male",7258,"College","South","Regular","rare",2788,"Books",0,5
11184,34,"Female",9851,"HighSchool","East","Regular","rare",3567,"Health",1,4
11185,30,"Male",24289,"Bachelor","East","Regular","rare",7565,"Electronics",0,4
11186,27,"Male",13032,"Bachelor","East","Regular","rare",4505,"Clothing",1,6
11187,26,"Female",25655,"College","East","Regular","rare",8505,"Beauty",0,5
11188,36,"Male",42403,"Bachelor","South","Silver","rare",17036,"Food",0,5
11189,31,"Male",16844,"Masters","South","Regular","rare",4530,"Food",0,6
11190,36,"Female",26596,"HighSchool","North","Regular","rare",9111,"Beauty",1,6
11191,21,"Female",49332,"College","West","Regular","occasional",18788,"Clothing",1,5
11192,27,"Male",33363,"Bachelor","South","Regular","occasional",13346,"Beauty",0,3
11193,21,"Female",17024,"Bachelor","East","Regular","occasional",6607,"Electronics",0,5
11194,33,"Male",43431,"Masters","West","Gold","occasional",17992,"Clothing",0,5
11195,34,"Female",18683,"Masters","East","Silver","rare",6778,"Electronics",0,6
11196,26,"Female",16845,"Bachelor","West","Silver","occasional",5781,"Home",1,6
11197,34,"Male",44960,"College","South","Silver","frequent",17705,"Clothing",0,4
11198,35,"Female",45341,"Bachelor","West","Regular","occasional",16292,"Food",0,6
11199,35,"Female",14380,"Masters","South","Silver","occasional",4292,"Electronics",1,2
11200,26,"Male",38097,"HighSchool","East","Regular","rare",10778,"Books",1,3
11201,29,"Male",25449,"Masters","East","Regular","frequent",9277,"Food",1,5
11202,36,"Female",10524,"Masters","South","Silver","frequent",3609,"Electronics",0,6
11203,30,"Male",8458,"Bachelor","South","Silver","occasional",3135,"Electronics",0,5
11204,37,"Female",32223,"Bachelor","East","Regular","frequent",13041,"Home",0,6
11205,35,"Female",47044,"Bachelor","North","Regular","occasional",16377,"Health",0,4
11206,35,"Female",8597,"College","South","Silver","frequent",2138,"Food",1,3
11207,25,"Female",49662,"College","North","Regular","occasional",19670,"Food",0,5
11208,34,"Female",26187,"College","East","Gold","occasional",10173,"Books",0,3
11209,30,"Female",20757,"HighSchool","West","Silver","rare",7469,"Beauty",0,7
11210,36,"Female",43190,"Bachelor","South","Regular","rare",17934,"Food",1,5
11211,26,"Female",35353,"Bachelor","West","Silver","occasional",10322,"Electronics",0,7
11212,30,"Female",42211,"HighSchool","North","Silver","rare",14541,"Beauty",1,6
11213,32,"Female",29673,"College","East","Regular","occasional",10608,"Clothing",1,7
11214,32,"Male",9769,"College","North","Silver","rare",3417,"Books",0,5
11215,28,"Male",22931,"HighSchool","West","Silver","rare",8405,"Clothing",1,4
11216,39,"Female",49310,"Masters","South","Regular","rare",14898,"Health",1,5
11217,32,"Female",16522,"Bachelor","West","Silver","rare",5290,"Electronics",0,6
11218,25,"Male",24197,"Masters","West","Silver","occasional",8841,"Books",0,5
11219,19,"Male",31210,"Masters","West","Regular","occasional",11587,"Home",0,4
11220,30,"Female",20376,"Bachelor","West","Regular","occasional",6596,"Electronics",0,5
11221,34,"Female",10284,"HighSchool","East","Regular","occasional",2980,"Clothing",1,5
11222,33,"Male",17856,"HighSchool","North","Regular","occasional",5258,"Food",0,5
11223,30,"Male",30250,"Bachelor","West","Silver","rare",12193,"Books",0,6
11224,28,"Male",48607,"Bachelor","North","Regular","frequent",18040,"Health",0,5
11225,29,"Male",24053,"HighSchool","South","Regular","rare",8243,"Food",1,5
11226,34,"Female",28409,"Masters","North","Regular","occasional",8854,"Clothing",0,5
11227,28,"Male",12647,"College","South","Gold","rare",3958,"Food",0,5
11228,37,"Male",9512,"HighSchool","North","Regular","rare",3450,"Home",0,5
11229,28,"Male",21946,"Masters","North","Regular","frequent",5899,"Electronics",1,7
11230,39,"Male",25198,"Bachelor","West","Regular","rare",8500,"Electronics",0,4
11231,32,"Female",13098,"Bachelor","East","Regular","frequent",3317,"Beauty",0,5
11232,30,"Female",22163,"Bachelor","West","Regular","rare",7105,"Books",0,5
11233,24,"Male",19923,"HighSchool","West","Silver","rare",8252,"Clothing",1,6
11234,35,"Male",47210,"Masters","North","Silver","rare",16856,"Clothing",0,5
11235,29,"Male",46479,"Bachelor","West","Gold","occasional",15243,"Food",1,3
11236,27,"Female",46572,"College","West","Silver","rare",14783,"Electronics",0,4
11237,25,"Female",16409,"College","West","Silver","frequent",6123,"Books",0,5
11238,30,"Female",11992,"HighSchool","East","Silver","rare",4083,"Electronics",0,5
11239,28,"Male",16124,"HighSchool","West","Silver","frequent",6311,"Food",0,5
11240,34,"Female",17668,"College","West","Regular","rare",5699,"Health",1,6
11241,32,"Male",27805,"College","South","Regular","frequent",7728,"Electronics",1,6
11242,25,"Male",15107,"Bachelor","South","Regular","rare",7025,"Electronics",0,6
11243,28,"Female",30863,"College","West","Regular","rare",12030,"Books",0,5
11244,30,"Female",10827,"Bachelor","West","Regular","rare",4054,"Food",1,4
11245,31,"Female",31051,"College","East","Regular","rare",11602,"Books",1,4
11246,27,"Male",11054,"College","West","Regular","rare",4169,"Health",1,4
11247,36,"Female",36684,"Masters","West","Regular","frequent",13183,"Clothing",1,5
11248,28,"Male",37928,"HighSchool","West","Regular","frequent",11964,"Food",0,6
11249,29,"Male",28063,"HighSchool","West","Regular","rare",10699,"Food",1,4
11250,31,"Male",29810,"College","East","Regular","occasional",9904,"Food",0,6
11251,31,"Female",45063,"HighSchool","South","Gold","rare",17732,"Food",1,5
11252,27,"Female",11356,"College","North","Regular","occasional",3843,"Electronics",0,5
11253,30,"Female",45689,"Bachelor","East","Gold","frequent",19790,"Beauty",1,4
11254,35,"Female",48079,"College","East","Regular","occasional",15329,"Electronics",0,4
11255,24,"Male",17444,"College","West","Gold","occasional",5042,"Electronics",0,7
11256,27,"Male",10970,"College","North","Silver","frequent",3562,"Electronics",0,6
11257,36,"Female",18340,"HighSchool","South","Silver","frequent",6238,"Clothing",0,7
11258,38,"Male",43996,"College","East","Regular","rare",14321,"Health",0,5
11259,32,"Male",27219,"Bachelor","West","Regular","frequent",10272,"Beauty",0,7
11260,18,"Male",49830,"Bachelor","East","Silver","frequent",12887,"Clothing",0,6
11261,33,"Male",10875,"Bachelor","North","Regular","frequent",3195,"Clothing",0,3
11262,30,"Male",38043,"Bachelor","West","Regular","rare",14438,"Food",0,6
11263,34,"Male",9806,"College","West","Silver","rare",3034,"Food",1,5
11264,29,"Female",24615,"Bachelor","East","Regular","rare",8988,"Food",0,5
11265,25,"Female",36825,"Bachelor","East","Silver","frequent",13093,"Books",0,8
11266,28,"Male",22633,"College","East","Regular","frequent",7630,"Health",0,4
11267,29,"Female",42556,"College","West","Silver","rare",13663,"Electronics",0,4
11268,27,"Female",40281,"College","East","Regular","rare",12243,"Electronics",0,4
11269,34,"Male",28244,"Masters","North","Silver","occasional",8731,"Food",1,7
11270,30,"Male",45399,"HighSchool","West","Silver","rare",16295,"Beauty",0,4
11271,30,"Female",15161,"College","East","Silver","rare",5158,"Clothing",0,5
11272,27,"Male",5545,"Masters","North","Regular","rare",1785,"Electronics",0,5
11273,33,"Female",18318,"Bachelor","South","Gold","rare",4867,"Health",1,4
11274,30,"Female",8856,"College","East","Silver","occasional",3106,"Electronics",0,3
11275,34,"Male",11923,"HighSchool","West","Regular","rare",3338,"Clothing",0,6
11276,28,"Male",25495,"HighSchool","West","Silver","occasional",10331,"Books",1,6
11277,28,"Female",38927,"Bachelor","East","Silver","rare",14156,"Food",0,5
11278,29,"Male",26436,"Masters","North","Silver","occasional",12632,"Electronics",0,4
11279,25,"Female",6686,"Bachelor","South","Regular","rare",1922,"Clothing",0,5
11280,36,"Female",32193,"Bachelor","South","Regular","rare",9151,"Clothing",0,4
11281,38,"Female",31270,"College","East","Regular","occasional",11026,"Health",1,5
11282,28,"Male",5547,"HighSchool","East","Regular","rare",2414,"Clothing",1,5
11283,32,"Female",31268,"Bachelor","North","Silver","occasional",10037,"Beauty",0,6
11284,31,"Female",8649,"HighSchool","East","Regular","rare",2920,"Electronics",0,3
11285,29,"Male",30930,"College","North","Regular","frequent",11538,"Electronics",1,4
11286,32,"Male",8056,"HighSchool","East","Silver","rare",3146,"Home",0,4
11287,31,"Female",35524,"HighSchool","North","Regular","occasional",14116,"Electronics",1,5
11288,28,"Female",23106,"Bachelor","West","Regular","rare",8409,"Electronics",0,5
11289,29,"Male",36577,"College","North","Silver","frequent",13819,"Health",0,5
11290,33,"Male",37564,"Bachelor","East","Regular","rare",12576,"Books",0,4
11291,32,"Female",27309,"College","South","Regular","occasional",7982,"Electronics",0,5
11292,26,"Male",5530,"HighSchool","South","Silver","rare",2353,"Food",0,6
11293,37,"Male",49800,"Masters","South","Silver","occasional",15603,"Food",0,4
11294,30,"Female",11889,"Masters","North","Silver","frequent",4163,"Books",0,6
11295,35,"Male",7953,"Bachelor","West","Regular","rare",3109,"Electronics",1,5
11296,27,"Female",26509,"HighSchool","West","Silver","rare",8913,"Food",1,4
11297,28,"Male",30644,"Bachelor","South","Regular","occasional",10423,"Books",0,4
11298,31,"Female",7342,"HighSchool","West","Silver","rare",2594,"Clothing",0,5
11299,32,"Male",41169,"Bachelor","West","Regular","occasional",11742,"Beauty",1,6
11300,32,"Male",19041,"College","North","Regular","rare",6428,"Books",0,3
11301,32,"Male",32695,"Masters","West","Regular","rare",12925,"Electronics",0,5
11302,26,"Female",25327,"College","North","Regular","occasional",7638,"Electronics",0,4
11303,34,"Female",28587,"HighSchool","North","Silver","frequent",10011,"Books",1,6
11304,29,"Male",23147,"Bachelor","West","Regular","rare",9326,"Home",1,7
11305,31,"Female",11317,"HighSchool","North","Regular","frequent",4427,"Home",0,5
11306,21,"Female",25077,"HighSchool","East","Regular","rare",7771,"Beauty",1,5
11307,30,"Female",41115,"College","West","Regular","rare",16128,"Food",0,4
11308,30,"Female",23872,"College","North","Regular","rare",8761,"Clothing",0,4
11309,28,"Female",27954,"Bachelor","North","Silver","rare",8126,"Electronics",0,4
11310,34,"Female",5331,"Bachelor","East","Regular","rare",1459,"Electronics",0,6
11311,28,"Female",7340,"Bachelor","North","Regular","rare",2046,"Home",0,7
11312,36,"Female",34584,"Masters","East","Silver","occasional",10075,"Clothing",0,8
11313,28,"Male",13599,"College","East","Regular","frequent",6158,"Electronics",0,5
11314,30,"Male",9032,"Bachelor","West","Regular","rare",3271,"Clothing",0,4
11315,27,"Male",27143,"College","West","Regular","occasional",9426,"Electronics",1,4
11316,33,"Female",30768,"College","West","Regular","frequent",8571,"Electronics",1,6
11317,33,"Male",47156,"Bachelor","West","Regular","occasional",13902,"Food",1,5
11318,32,"Female",44721,"HighSchool","South","Regular","rare",17376,"Clothing",0,5
11319,27,"Female",34371,"College","South","Gold","frequent",15798,"Clothing",0,6
11320,26,"Female",6136,"College","East","Regular","rare",2371,"Electronics",0,5
11321,30,"Female",45300,"Masters","South","Regular","frequent",16265,"Electronics",0,7
11322,27,"Male",7133,"College","North","Regular","rare",2633,"Electronics",0,6
11323,28,"Male",7843,"Bachelor","South","Silver","rare",2311,"Home",0,5
11324,35,"Female",37948,"College","West","Gold","rare",14844,"Beauty",0,3
11325,33,"Male",49382,"College","South","Regular","frequent",12921,"Health",0,4
11326,38,"Female",8785,"Masters","North","Gold","rare",3044,"Clothing",0,6
11327,33,"Male",6035,"Masters","West","Regular","rare",2276,"Clothing",1,3
11328,30,"Female",48197,"College","West","Regular","occasional",14528,"Clothing",0,6
11329,24,"Female",37865,"Masters","South","Regular","rare",10866,"Clothing",0,5
11330,34,"Male",6029,"College","East","Regular","rare",2132,"Beauty",0,6
11331,26,"Female",40465,"Masters","West","Silver","rare",14825,"Electronics",0,5
11332,36,"Male",6360,"College","West","Silver","occasional",2227,"Electronics",0,5
11333,39,"Female",44459,"Masters","West","Regular","rare",14764,"Clothing",1,5
11334,26,"Female",7305,"Bachelor","East","Silver","occasional",2316,"Electronics",0,4
11335,26,"Female",25281,"College","West","Gold","occasional",9071,"Clothing",1,4
11336,34,"Female",44824,"Bachelor","West","Silver","rare",14195,"Beauty",0,7
11337,29,"Male",12530,"College","North","Gold","rare",4540,"Clothing",1,6
11338,34,"Male",39482,"College","South","Regular","occasional",14934,"Health",0,5
11339,34,"Male",18093,"College","South","Silver","rare",4583,"Beauty",0,8
11340,30,"Male",30349,"Bachelor","East","Regular","frequent",7779,"Clothing",0,5
11341,26,"Male",22402,"College","North","Regular","occasional",9395,"Electronics",0,3
11342,36,"Female",39707,"Bachelor","West","Silver","rare",16744,"Food",0,4
11343,27,"Female",31961,"Bachelor","North","Silver","occasional",10453,"Electronics",0,4
11344,34,"Female",9115,"Masters","East","Regular","rare",2996,"Beauty",1,3
11345,34,"Female",42178,"College","South","Gold","rare",14822,"Books",0,5
11346,21,"Male",25263,"Bachelor","East","Silver","rare",7279,"Food",0,1
11347,21,"Male",35689,"College","West","Regular","frequent",11753,"Electronics",0,2
11348,26,"Male",24645,"College","South","Regular","frequent",8348,"Beauty",1,5
11349,37,"Male",20033,"HighSchool","East","Regular","occasional",6764,"Clothing",0,6
11350,28,"Female",12926,"Bachelor","West","Regular","occasional",5164,"Electronics",0,5
11351,29,"Female",11238,"College","South","Silver","frequent",3926,"Health",0,6
11352,28,"Male",23137,"Bachelor","South","Regular","rare",7959,"Beauty",0,5
11353,18,"Male",13658,"College","West","Silver","rare",5930,"Health",0,4
11354,36,"Male",17673,"Bachelor","North","Silver","frequent",4568,"Beauty",0,4
11355,34,"Female",38751,"Bachelor","East","Regular","rare",17237,"Clothing",1,4
11356,31,"Male",23327,"College","North","Gold","rare",7707,"Electronics",0,5
11357,24,"Male",40642,"College","West","Regular","occasional",12950,"Health",0,5
11358,36,"Male",31364,"HighSchool","North","Gold","occasional",11008,"Food",0,5
11359,33,"Female",7730,"College","West","Regular","rare",2847,"Clothing",0,6
11360,33,"Female",37632,"HighSchool","East","Regular","occasional",15344,"Clothing",0,8
11361,34,"Female",22930,"HighSchool","South","Regular","frequent",9945,"Food",0,5
11362,31,"Female",32942,"College","West","Regular","occasional",11740,"Electronics",1,4
11363,33,"Female",22798,"College","West","Regular","occasional",8386,"Electronics",1,5
11364,30,"Male",41213,"Masters","North","Regular","frequent",12376,"Food",0,6
11365,35,"Male",22430,"College","South","Regular","rare",6138,"Health",0,7
11366,33,"Female",7785,"HighSchool","West","Silver","occasional",3395,"Electronics",0,5
11367,33,"Male",23056,"Masters","West","Regular","rare",7165,"Clothing",0,3
11368,33,"Male",18467,"College","South","Regular","rare",6781,"Electronics",0,5
11369,29,"Female",28667,"Bachelor","North","Regular","occasional",8790,"Clothing",0,4
11370,33,"Female",31732,"College","East","Regular","rare",11321,"Health",0,5
11371,35,"Male",7513,"College","South","Regular","rare",2448,"Books",0,2
11372,32,"Male",46664,"Bachelor","South","Silver","rare",17416,"Electronics",1,4
11373,26,"Male",38843,"Masters","East","Regular","rare",13712,"Electronics",0,6
11374,28,"Male",33922,"HighSchool","South","Silver","rare",12669,"Home",1,5
11375,27,"Female",41941,"College","West","Gold","occasional",10520,"Clothing",0,4
11376,34,"Male",23848,"HighSchool","North","Gold","frequent",7452,"Books",1,4
11377,32,"Female",15770,"HighSchool","North","Gold","rare",3775,"Health",0,4
11378,28,"Male",13497,"College","South","Gold","rare",4034,"Books",0,5
11379,35,"Male",13990,"College","East","Regular","frequent",4989,"Beauty",0,4
11380,32,"Female",37168,"HighSchool","West","Silver","frequent",11194,"Electronics",0,5
11381,31,"Male",49536,"Bachelor","East","Regular","occasional",16191,"Home",1,5
11382,30,"Male",32923,"College","North","Regular","rare",12630,"Electronics",0,4
11383,23,"Female",24147,"Masters","South","Regular","rare",8859,"Food",1,4
11384,42,"Male",44212,"HighSchool","West","Silver","frequent",13789,"Electronics",0,5
11385,27,"Male",36883,"College","East","Regular","frequent",13516,"Electronics",0,6
11386,29,"Female",28974,"Bachelor","West","Regular","occasional",12170,"Health",0,6
11387,27,"Male",31740,"College","West","Silver","rare",11546,"Clothing",0,5
11388,33,"Female",7378,"College","West","Gold","rare",2221,"Clothing",0,3
11389,32,"Female",18789,"Bachelor","East","Silver","rare",7000,"Clothing",1,5
11390,28,"Male",38684,"College","South","Regular","frequent",10637,"Home",0,6
11391,29,"Female",25986,"Bachelor","East","Regular","occasional",8168,"Electronics",0,6
11392,22,"Male",14615,"HighSchool","East","Regular","frequent",3953,"Clothing",0,5
11393,36,"Female",45792,"College","North","Silver","rare",17574,"Clothing",0,7
11394,27,"Female",13990,"College","East","Regular","frequent",5394,"Electronics",0,3
11395,28,"Male",16515,"HighSchool","East","Regular","occasional",5768,"Electronics",0,4
11396,33,"Female",13627,"HighSchool","North","Regular","occasional",4884,"Health",0,7
11397,27,"Male",48168,"HighSchool","East","Gold","occasional",14876,"Health",0,5
11398,28,"Male",17572,"HighSchool","South","Regular","rare",7182,"Clothing",0,4
11399,22,"Male",27435,"HighSchool","South","Regular","rare",9452,"Home",0,5
11400,29,"Female",8975,"Masters","South","Regular","occasional",3245,"Health",0,7
11401,24,"Male",18989,"Bachelor","East","Regular","rare",7610,"Electronics",0,6
11402,34,"Female",41831,"College","North","Regular","occasional",15071,"Food",1,7
11403,30,"Male",37775,"Masters","East","Silver","rare",10556,"Electronics",0,4
11404,30,"Male",26232,"College","West","Regular","occasional",9142,"Clothing",1,4
11405,37,"Female",43355,"HighSchool","North","Regular","rare",15343,"Clothing",0,5
11406,18,"Male",41023,"College","East","Silver","occasional",13396,"Food",1,5
11407,29,"Female",35929,"Masters","South","Gold","rare",14391,"Electronics",1,5
11408,29,"Male",6772,"College","East","Regular","rare",2652,"Health",0,5
11409,34,"Male",41944,"College","South","Regular","occasional",14500,"Electronics",1,5
11410,26,"Female",9896,"HighSchool","East","Regular","occasional",2873,"Books",1,6
11411,28,"Female",44061,"HighSchool","West","Gold","rare",16102,"Clothing",1,4
11412,27,"Male",17575,"College","South","Silver","occasional",5559,"Books",0,6
11413,31,"Male",12929,"Bachelor","East","Regular","occasional",5231,"Food",0,5
11414,30,"Female",32373,"College","South","Regular","rare",9960,"Clothing",1,6
11415,32,"Male",41479,"HighSchool","East","Regular","frequent",14543,"Books",0,5
11416,28,"Male",40325,"College","North","Gold","frequent",11827,"Books",1,7
11417,29,"Female",42274,"Bachelor","South","Silver","frequent",16151,"Health",0,4
11418,29,"Female",22633,"College","West","Regular","rare",8215,"Electronics",0,5
11419,29,"Female",6701,"HighSchool","West","Regular","occasional",2510,"Clothing",0,6
11420,25,"Male",29381,"College","North","Silver","frequent",10460,"Electronics",0,6
11421,38,"Male",17050,"HighSchool","South","Regular","rare",5090,"Clothing",0,5
11422,36,"Male",15197,"College","North","Silver","rare",6825,"Electronics",0,3
11423,29,"Male",16032,"College","North","Regular","occasional",4863,"Food",1,6
11424,30,"Female",47048,"Bachelor","East","Regular","rare",15712,"Clothing",0,5
11425,27,"Female",7271,"Bachelor","West","Gold","occasional",2850,"Clothing",0,7
11426,31,"Male",6878,"College","East","Regular","occasional",2341,"Books",0,5
11427,24,"Female",47140,"HighSchool","North","Regular","occasional",14392,"Food",0,4
11428,32,"Female",24547,"College","East","Regular","occasional",7609,"Books",1,5
11429,21,"Male",18921,"Masters","East","Gold","occasional",7183,"Books",1,5
11430,25,"Male",42674,"Bachelor","East","Regular","occasional",13159,"Clothing",0,5
11431,39,"Male",12139,"Bachelor","North","Gold","rare",4215,"Food",1,4
11432,30,"Female",20073,"HighSchool","East","Silver","rare",6920,"Books",1,6
11433,29,"Female",6339,"College","East","Regular","rare",2300,"Books",1,4
11434,29,"Male",37159,"Bachelor","South","Silver","frequent",12942,"Electronics",1,7
11435,28,"Male",17976,"Bachelor","North","Regular","rare",6319,"Clothing",0,7
11436,34,"Female",35585,"College","West","Gold","rare",11469,"Food",0,6
11437,29,"Female",6528,"HighSchool","South","Regular","rare",1860,"Clothing",1,4
11438,33,"Female",45681,"Bachelor","West","Regular","occasional",16154,"Electronics",1,6
11439,38,"Female",41181,"Bachelor","West","Regular","rare",14774,"Food",0,5
11440,37,"Male",46798,"College","North","Regular","occasional",16539,"Books",0,5
11441,28,"Male",10502,"HighSchool","East","Regular","occasional",3367,"Home",0,4
11442,30,"Male",15288,"Masters","East","Gold","rare",5469,"Beauty",0,7
11443,34,"Male",8815,"College","East","Regular","occasional",3084,"Clothing",1,5
11444,26,"Female",37726,"HighSchool","North","Regular","occasional",14825,"Books",0,4
11445,26,"Female",28991,"Bachelor","West","Regular","frequent",8870,"Clothing",1,4
11446,31,"Male",35559,"College","West","Silver","rare",12361,"Electronics",0,6
11447,36,"Male",7316,"College","North","Regular","occasional",2237,"Electronics",1,4
11448,29,"Female",17605,"College","South","Regular","rare",7553,"Books",1,5
11449,31,"Male",8846,"Bachelor","East","Silver","rare",2548,"Electronics",0,3
11450,23,"Female",25844,"Bachelor","North","Regular","frequent",9359,"Books",0,5
11451,35,"Female",35592,"HighSchool","North","Silver","frequent",10176,"Food",1,5
11452,27,"Male",40081,"HighSchool","West","Regular","rare",9577,"Clothing",0,5
11453,32,"Female",39955,"HighSchool","West","Regular","rare",15612,"Books",0,6
11454,26,"Female",23859,"College","North","Silver","rare",9691,"Books",1,5
11455,27,"Female",31201,"Bachelor","West","Regular","occasional",13162,"Food",0,5
11456,40,"Female",6425,"College","East","Regular","occasional",2397,"Home",0,5
11457,39,"Male",30344,"College","East","Regular","rare",11369,"Clothing",0,6
11458,27,"Female",34258,"College","South","Regular","rare",15246,"Food",0,5
11459,33,"Male",29902,"College","North","Regular","rare",12648,"Electronics",0,5
